CustomerID,Region,TownSize,Gender,Age,JobCategory,UnionMember,EmploymentLength,Retired,LoanDefault,MaritalStatus,HouseholdSize,HomeOwner,CarsOwned,CarOwnership,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,HouseholdIncome,Education,InHeavyDebt,HasPets,TotalOverTenure,EquipmentOverTeunre,AvgPhoneBill,TotalAvgBill,LogAvgTotal,LogEmployment
8440-YRNTCE-8D1,4,5.0,Female,21,Sales,No,0,No,No,Unmarried,1,1.0,2,Lease,8700.0,32,No,Yes,Mast,4,6,1214.7,Yes,5,8.850000000000001,6.2,No,0,0.0,No,No,0.0,0.0,No,No,No,No,No,Yes,No,No,No,32,No,Yes,No,No,No,0 to 20,1,0,1,12.4,0,1.24,2.48,1.247032293786383,0.0
3775-KNAVJV-X9Y,1,1.0,Male,18,Crafts,Yes,0,No,Yes,Married,3,1.0,2,Own,11400.0,27,No,No,Mast,0,12,2579.7000000000003,No,6,10.2,29.8,No,0,0.0,No,No,0.0,0.0,No,No,No,Yes,Yes,No,No,No,No,0,Yes,Yes,No,No,No,20 to 39,1,0,1,59.6,0,4.966666666666667,9.933333333333334,2.3918162267219882,0.0
1432-DOEIXA-PSE,5,5.0,Male,72,Sales,No,2,Yes,No,Unmarried,1,0.0,1,Own,10600.0,24,Yes,No,AMEX,23,5,1214.8999999999999,No,49,24.450000000000003,410.55,Yes,1,1761.0,Yes,No,0.0,0.0,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,31,Yes,Yes,Yes,No,Yes,20 to 39,2,0,0,2582.1000000000004,1,8.378571428571428,52.69591836734695,3.983336990569206,1.0986122886681098
7021-YMULAX-N03,4,5.0,Male,73,Labor,No,32,Yes,No,Married,2,1.0,3,Own,17600.0,29,No,No,Disc,37,8,2927.7,No,69,47.25,1147.95,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,No,No,Yes,Yes,No,No,28,No,No,No,No,Yes,20 to 39,1,1,1,2295.9,0,16.63695652173913,33.27391304347826,3.534384512136713,3.4965075614664802
3942-OUUULP-XXE,1,2.0,Male,79,Service,No,24,Yes,No,Married,2,1.0,1,Lease,4400.0,32,Yes,Yes,AMEX,20,6,1580.0,No,53,40.95,697.2,Yes,1,1771.65,Yes,No,0.0,0.0,Yes,Yes,No,2,No,No,No,No,Yes,17,Yes,Yes,Yes,No,No,0 to 20,2,0,1,3166.05,1,13.154716981132076,59.736792452830194,4.106549650400208,3.2188758248682006
1641-ULXCSK-CE2,5,5.0,Male,19,Sales,No,0,No,Yes,Unmarried,1,1.0,0,NoCar,0.0,29,Yes,Yes,Mast,1,11,1357.5,Yes,2,9.0,6.8,No,0,0.0,No,No,0.0,0.0,No,No,No,Yes,Yes,No,No,No,No,17,Yes,Yes,No,No,No,0 to 20,1,0,0,13.6,0,3.4,6.8,2.0541237336955462,0.0
5771-VOGVYT-1WW,1,1.0,Male,52,Sales,No,4,No,No,Married,4,1.0,2,Own,16600.0,24,No,No,Visa,35,11,2082.9,Yes,67,41.849999999999994,939.3,No,0,0.0,Yes,No,0.0,0.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,19,No,No,No,No,Yes,20 to 39,0,0,0,1878.6,0,14.019402985074626,28.03880597014925,3.3686330723808817,1.6094379124341003
7814-CHEXRD-J9D,3,1.0,Female,57,Agriculture,No,29,No,No,Married,4,0.0,3,Own,33000.0,18,No,Yes,Mast,37,4,738.1,Yes,68,95.69999999999999,2196.9,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,No,No,No,No,No,No,20,No,No,No,No,Yes,80 to 200,1,0,1,4393.8,0,32.307352941176475,64.61470588235295,4.183799845862443,3.4011973816621555
8051-FTKJQV-NM8,1,1.0,Female,69,Sales,No,3,Yes,No,Married,2,1.0,6,Own,7100.0,24,No,No,Disc,32,7,1131.7,Yes,68,61.5,1394.95,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,3,No,No,No,No,No,17,Yes,Yes,Yes,No,Yes,0 to 20,2,0,0,2789.9,0,20.513970588235296,41.02794117647059,3.73833466319841,1.3862943611198906
1078-HIOXPG-1WS,3,3.0,Male,24,Professional,No,0,No,Yes,Unmarried,2,0.0,5,Own,12500.0,24,No,No,Disc,4,7,2137.0,Yes,15,18.15,77.8,Yes,1,503.5,No,No,0.0,0.0,Yes,No,No,4,No,No,No,No,Yes,24,Yes,No,Yes,No,No,20 to 39,2,1,0,659.0999999999999,1,5.1866666666666665,43.93999999999999,3.805328266757183,0.0
3630-KZJKVU-3J9,5,3.0,Male,77,Agriculture,No,42,Yes,No,Unmarried,1,1.0,3,Own,84000.0,29,Yes,Yes,Disc,38,9,2923.7,No,72,79.19999999999999,1910.05,Yes,1,2778.3,Yes,No,0.0,0.0,Yes,No,No,Yes,No,No,No,No,Yes,22,Yes,No,Yes,No,Yes,80 to 200,2,0,1,6598.400000000001,1,26.52847222222222,91.64444444444445,4.528768988110477,3.7612001156935624
5272-KKAGMV-6IX,5,4.0,Female,27,Sales,No,1,No,No,Married,4,1.0,0,NoCar,0.0,29,No,No,AMEX,9,12,3417.3,No,47,42.150000000000006,601.35,No,0,0.0,Yes,No,0.0,0.0,No,No,No,2,No,No,No,Yes,No,11,Yes,Yes,Yes,No,No,20 to 39,1,0,0,1202.7,0,12.79468085106383,25.58936170212766,3.2805111997816794,0.6931471805599453
3736-RXJUQP-APP,5,3.0,Male,70,Sales,No,6,No,No,Unmarried,1,1.0,2,Own,21500.0,33,No,No,Disc,26,8,1793.5,No,53,16.65,280.8,No,0,0.0,Yes,No,0.0,0.0,Yes,No,Yes,3,No,Yes,No,No,Yes,10,Yes,No,No,No,Yes,40 to 79,2,0,0,561.6,0,5.29811320754717,10.59622641509434,2.4506797361442625,1.9459101490553132
7941-KOWOLC-7SZ,2,1.0,Male,76,Sales,No,11,Yes,No,Unmarried,1,0.0,3,Lease,6000.0,19,No,No,Mast,26,9,1983.1,Yes,57,18.15,305.4,No,0,0.0,Yes,No,0.0,0.0,Yes,No,Yes,3,No,Yes,Yes,No,No,28,Yes,No,No,No,No,0 to 20,0,0,1,610.8,0,5.357894736842105,10.71578947368421,2.4609374596750038,2.4849066497880004
9919-ORWGSQ-8Q6,2,2.0,Male,67,Labor,No,21,No,No,Married,2,1.0,5,Own,64099.99999999999,23,No,No,Disc,31,11,2232.4,No,58,60.0,1150.6,No,0,0.0,Yes,No,0.0,0.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,22,Yes,Yes,Yes,No,No,80 to 200,1,0,1,2301.2,0,19.837931034482757,39.675862068965515,3.705634846954647,3.091042453358316
6600-BPDMLW-1FO,1,4.0,Female,30,Crafts,Yes,6,No,No,Unmarried,1,0.0,1,Own,12300.0,31,No,Yes,Visa,8,11,2677.2000000000003,No,10,9.3,26.6,No,0,0.0,No,No,0.0,0.0,No,No,No,No,No,No,Yes,No,No,22,No,No,No,No,No,20 to 39,0,0,0,53.2,0,2.66,5.32,1.843719208158766,1.9459101490553132
0789-GDBZRI-CJK,1,1.0,Female,37,Professional,No,5,No,Yes,Married,3,1.0,0,NoCar,0.0,18,No,No,Mast,12,13,2643.8999999999996,No,40,28.349999999999998,396.35,No,0,0.0,Yes,No,0.0,0.0,No,No,No,Yes,Yes,Yes,No,No,No,23,Yes,No,No,No,No,20 to 39,1,0,0,792.7,0,9.908750000000001,19.817500000000003,3.0357939791278374,1.791759469228055
1517-HJZLKK-037,2,1.0,Female,24,Sales,No,0,No,Yes,Married,2,0.0,3,Own,16300.0,23,No,Yes,Visa,6,11,1359.1,Yes,46,29.25,412.25,No,0,0.0,Yes,No,0.0,0.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,23,Yes,Yes,No,No,Yes,20 to 39,0,1,1,824.5,0,8.96195652173913,17.92391304347826,2.940426362719149,0.0
0190-RBMWAK-BEZ,4,3.0,Female,34,Sales,No,0,No,Yes,Unmarried,1,1.0,1,Own,9100.0,28,No,No,Disc,11,3,560.6,Yes,30,19.35,246.0,Yes,1,686.45,No,No,0.0,0.0,No,No,No,No,No,No,No,No,Yes,30,Yes,No,Yes,No,Yes,0 to 20,1,0,1,1178.45,1,8.2,39.281666666666666,3.6958964440218303,0.0
6682-DJOWUB-QAO,1,1.0,Male,57,Professional,Yes,16,No,No,Unmarried,1,1.0,2,Own,56200.0,14,No,Yes,Disc,12,10,3174.4,Yes,35,23.85,253.1,No,0,0.0,No,No,0.0,0.0,No,No,No,No,No,No,Yes,No,No,21,No,No,No,No,Yes,80 to 200,1,0,1,506.2,0,7.231428571428571,14.462857142857143,2.738440834807219,2.833213344056216
8046-XNHBTO-HVJ,2,4.0,Female,43,Sales,No,2,No,No,Married,2,1.0,4,Lease,30500.0,30,No,No,Disc,25,11,1990.5,Yes,53,47.849999999999994,897.6,Yes,1,2770.7,Yes,Yes,44.75,2332.1,Yes,Yes,No,4,Yes,No,No,No,Yes,23,Yes,Yes,Yes,No,Yes,40 to 79,2,1,1,4565.9,1,16.935849056603775,86.14905660377357,4.467619946936396,1.0986122886681098
3453-LCVWGA-OJM,3,2.0,Male,24,Sales,No,0,No,Yes,Unmarried,1,1.0,1,Own,13000.0,18,Yes,Yes,Visa,6,12,2360.4,No,19,34.5,203.8,Yes,1,599.65,Yes,Yes,28.55,472.6,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,No,13,Yes,Yes,Yes,No,Yes,20 to 39,1,0,0,1007.25,1,10.726315789473684,53.01315789473684,3.9892276816001977,0.0
2814-PSLRXB-EN1,1,1.0,Male,44,Sales,No,8,No,Yes,Unmarried,3,0.0,3,Own,69700.0,26,No,Yes,Disc,23,6,1207.8,No,45,46.5,637.7,No,0,0.0,Yes,Yes,25.45,1039.35,Yes,No,No,3,Yes,Yes,No,No,Yes,24,Yes,No,Yes,Yes,Yes,80 to 200,2,0,0,1275.4,0,14.171111111111113,28.342222222222226,3.379027510208718,2.1972245773362196
5468-WESAXW-0QR,2,1.0,Female,58,Sales,No,0,No,Yes,Unmarried,1,1.0,2,Own,53700.0,21,Yes,No,Visa,5,11,3870.1,No,10,10.5,22.2,Yes,1,342.5,Yes,No,0.0,0.0,No,Yes,No,Yes,No,Yes,No,No,Yes,15,Yes,No,Yes,No,No,80 to 200,2,1,0,386.9,1,2.2199999999999998,38.69,3.681099266794974,0.0
6254-ORDXSZ-8K4,5,3.0,Male,24,Sales,No,0,No,No,Unmarried,1,1.0,3,Lease,13100.0,23,Yes,No,Disc,6,9,2316.5,Yes,29,30.150000000000002,328.25,No,0,0.0,Yes,Yes,27.2,761.35,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,12,Yes,Yes,Yes,No,Yes,20 to 39,2,0,1,656.5,0,11.318965517241379,22.637931034482758,3.162852669015895,0.0
0984-YAUVVA-UVC,2,1.0,Female,29,Labor,No,8,No,Yes,Unmarried,1,0.0,3,Own,20500.0,32,No,No,AMEX,3,18,5588.7,Yes,16,13.049999999999999,75.9,No,0,0.0,No,No,0.0,0.0,No,No,No,No,No,No,No,No,No,16,Yes,Yes,No,No,No,40 to 79,1,1,0,151.8,0,4.74375,9.4875,2.3501840717933247,2.1972245773362196
0806-LOUUEI-0C6,1,1.0,Female,66,Sales,No,12,No,No,Unmarried,1,1.0,2,Own,48000.0,24,No,No,Visa,28,8,3199.0,No,55,45.75,762.2,No,0,0.0,Yes,Yes,40.5,2116.6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,18,Yes,No,No,Yes,Yes,40 to 79,1,0,1,1524.4,0,13.85818181818182,27.71636363636364,3.35746712183101,2.5649493574615367
3123-VKWJLL-2TU,2,4.0,Female,31,Sales,No,1,No,Yes,Married,5,0.0,0,NoCar,0.0,27,Yes,Yes,Visa,13,4,624.8,Yes,33,14.850000000000001,162.5,Yes,1,879.5,Yes,Yes,32.75,1033.7,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,15,Yes,No,Yes,No,No,20 to 39,2,1,1,1204.5,1,4.924242424242424,36.5,3.624340932976365,0.6931471805599453
9295-PQTLNQ-F0C,2,2.0,Female,63,Professional,Yes,4,No,Yes,Unmarried,1,1.0,1,Own,19000.0,17,No,Yes,Visa,16,7,2431.8,No,17,35.7,200.4,Yes,1,564.8,Yes,No,0.0,0.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,21,Yes,No,Yes,No,Yes,20 to 39,2,1,0,965.5999999999999,1,11.788235294117648,56.8,4.056988775678332,1.6094379124341003
0722-BDGLEG-FMX,2,4.0,Male,36,Sales,No,0,No,Yes,Unmarried,3,1.0,2,Own,35000.0,32,No,No,Disc,5,13,2926.8,No,18,11.850000000000001,56.85,Yes,1,729.5,Yes,Yes,29.5,561.95,Yes,No,No,2,No,No,Yes,No,Yes,19,Yes,Yes,Yes,No,No,40 to 79,2,0,0,843.2,1,3.158333333333333,46.84444444444445,3.8679550075940434,0.0
2245-NOLUMH-OAV,5,4.0,Female,38,Professional,No,2,No,No,Unmarried,1,0.0,2,Own,23100.0,31,No,Yes,Mast,5,13,2677.5,Yes,13,19.65,104.65,No,0,0.0,No,No,0.0,0.0,No,No,No,2,No,Yes,Yes,Yes,No,24,Yes,Yes,Yes,No,No,40 to 79,2,0,1,209.3,0,8.05,16.1,2.8390784635086144,1.0986122886681098
1850-HOJOTE-YFU,2,5.0,Female,39,Sales,No,6,No,No,Unmarried,1,1.0,2,Own,12900.0,34,No,Yes,Visa,6,13,2113.3,Yes,13,6.75,26.05,No,0,0.0,No,No,0.0,0.0,No,No,No,No,No,No,No,No,No,13,Yes,No,No,No,No,20 to 39,0,0,1,52.1,0,2.003846153846154,4.007692307692308,1.6109751917529869,1.9459101490553132
3648-TXOABB-ZA7,5,5.0,Male,65,Professional,Yes,6,No,No,Unmarried,1,0.0,1,Lease,18900.0,37,Yes,No,Disc,11,5,1076.6,No,35,25.5,314.9,No,0,0.0,No,No,0.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,24,No,No,No,No,Yes,20 to 39,1,1,1,629.8,0,8.997142857142856,17.994285714285713,2.944138182051825,1.9459101490553132
5875-ORJAJU-ZSC,5,3.0,Female,43,Sales,No,3,No,Yes,Unmarried,1,1.0,3,Own,26600.0,21,No,Yes,Disc,2,12,5679.2,No,16,18.6,81.15,Yes,1,446.45,No,No,0.0,0.0,Yes,No,No,3,No,No,No,No,Yes,10,Yes,Yes,Yes,No,No,40 to 79,2,0,1,608.75,1,5.071875,38.046875,3.6647628474752807,1.3862943611198906
3738-ULGWLB-38V,3,2.0,Female,59,Sales,Yes,6,No,No,Married,2,1.0,3,Own,17100.0,27,Yes,No,AMEX,10,12,7370.1,Yes,30,16.200000000000003,183.25,No,0,0.0,Yes,No,0.0,0.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,14,Yes,No,No,Yes,No,20 to 39,1,0,1,366.5,0,6.108333333333333,12.216666666666667,2.5814786594127472,1.9459101490553132
3754-GLRBWO-YG5,3,5.0,Male,74,Labor,No,42,Yes,No,Married,2,1.0,3,Own,35000.0,28,No,No,Mast,18,15,3995.7,No,49,23.1,409.65,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,19,Yes,No,No,No,No,40 to 79,1,0,0,819.3,0,8.360204081632652,16.720408163265304,2.8747169789559726,3.7612001156935624
1526-KASRKM-6H1,3,3.0,Female,59,Sales,No,19,Yes,No,Married,3,1.0,1,Own,13800.0,22,Yes,Yes,Disc,18,12,3884.4,Yes,34,26.700000000000003,329.2,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,No,No,No,No,No,19,No,No,No,No,No,20 to 39,0,0,0,658.4,0,9.68235294117647,19.36470588235294,3.0138032986858927,2.995732273553991
2348-RNDJLS-926,2,3.0,Female,24,Service,No,3,No,Yes,Married,2,0.0,2,Own,6300.0,32,No,Yes,Visa,6,7,3071.8,No,37,19.049999999999997,250.45,No,0,0.0,No,No,0.0,0.0,No,No,No,Yes,No,No,No,No,No,24,Yes,Yes,Yes,No,No,0 to 20,1,0,0,500.9,0,6.768918918918919,13.537837837837838,2.6767547566349723,1.3862943611198906
0723-KWYDBK-UBB,4,3.0,Female,77,Sales,Yes,14,Yes,No,Unmarried,1,0.0,0,NoCar,0.0,20,No,No,AMEX,15,11,2744.0,Yes,45,40.05,630.4,No,0,0.0,Yes,No,0.0,0.0,No,No,No,Yes,No,No,No,No,No,25,Yes,No,No,No,No,0 to 20,1,1,1,1260.8,0,14.008888888888889,28.017777777777777,3.3679086689822135,2.70805020110221
1610-MRXMMY-AXH,1,2.0,Female,24,Service,No,5,No,No,Unmarried,1,0.0,4,Own,17000.0,27,Yes,Yes,Mast,2,9,5424.8,Yes,2,10.350000000000001,6.2,Yes,1,37.65,No,No,0.0,0.0,No,Yes,No,2,No,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,No,No,20 to 39,0,0,1,50.050000000000004,1,3.1,25.025000000000002,3.2590576145010326,1.791759469228055
5345-HZTBJZ-TF5,5,3.0,Female,25,Sales,No,1,No,Yes,Married,6,0.0,1,Own,14300.0,30,Yes,No,Visa,6,10,2111.5,Yes,22,30.900000000000002,205.1,No,0,0.0,No,No,0.0,0.0,Yes,No,No,2,No,No,No,No,No,27,Yes,No,Yes,No,No,20 to 39,1,0,1,410.2,0,9.322727272727272,18.645454545454545,2.97784599071447,0.6931471805599453
0961-BDRLOZ-I4R,3,1.0,Female,28,Service,No,1,No,Yes,Married,4,1.0,5,Own,5700.0,22,No,Yes,Disc,10,16,3921.7000000000003,Yes,26,24.900000000000002,235.35,Yes,1,835.0,Yes,No,0.0,0.0,No,Yes,No,4,Yes,Yes,Yes,Yes,No,20,Yes,Yes,No,No,Yes,0 to 20,2,0,1,1305.6999999999998,1,9.051923076923076,50.21923076923076,3.9361150624866172,0.6931471805599453
2787-CGKARQ-KBN,4,4.0,Female,18,Labor,No,0,No,Yes,Married,8,1.0,0,NoCar,0.0,36,No,No,Mast,0,9,1388.0,Yes,8,20.700000000000003,62.35,No,0,0.0,No,No,0.0,0.0,No,No,No,No,No,No,No,No,No,18,No,No,No,No,Yes,0 to 20,1,0,0,124.7,0,7.79375,15.5875,2.808649399658326,0.0
4291-JIAHKN-OGM,5,2.0,Female,52,Labor,Yes,6,No,No,Married,2,1.0,2,Own,14300.0,29,No,No,Visa,13,13,4684.4,Yes,40,21.9,280.45,No,0,0.0,No,No,0.0,0.0,No,No,No,No,No,No,Yes,No,No,11,No,Yes,No,No,No,20 to 39,1,0,1,560.9,0,7.0112499999999995,14.022499999999999,2.709549077225946,1.9459101490553132
9086-UBHHMA-7A9,3,4.0,Female,35,Professional,No,2,No,No,Unmarried,3,0.0,2,Own,8600.0,25,No,Yes,Mast,3,2,182.60000000000002,Yes,9,15.149999999999999,42.05,No,0,0.0,No,No,0.0,0.0,No,No,No,No,No,No,No,No,No,19,No,No,No,No,No,0 to 20,0,0,1,84.1,0,4.672222222222222,9.344444444444443,2.3364496069468017,1.0986122886681098
9524-GQVEQL-IUA,3,1.0,Female,64,Labor,No,18,Yes,No,Unmarried,1,1.0,3,Lease,9700.0,26,No,Yes,Mast,12,13,1779.0,No,40,16.5,244.05,No,0,0.0,Yes,No,0.0,0.0,No,No,No,Yes,Yes,Yes,No,No,No,19,Yes,No,No,No,Yes,20 to 39,1,0,1,488.1,0,6.10125,12.2025,2.580406205598951,2.9444389791664403
4302-ARCAIZ-3KD,1,3.0,Male,32,Professional,Yes,8,No,Yes,Married,4,1.0,3,Own,10900.0,36,Yes,No,Mast,14,11,2575.2999999999997,No,27,38.849999999999994,342.75,No,0,0.0,No,No,0.0,0.0,No,No,No,No,No,No,No,No,No,20,No,No,Yes,No,No,20 to 39,0,0,1,685.5,0,12.694444444444445,25.38888888888889,3.2729430461384768,2.1972245773362196
7952-KDRTJS-54B,4,4.0,Male,60,Sales,No,9,No,No,Married,2,0.0,2,Own,13500.0,24,Yes,No,Othe,36,9,2259.6,No,68,59.550000000000004,1404.25,Yes,1,1598.2,Yes,No,0.0,0.0,Yes,No,No,Yes,No,No,No,No,No,23,Yes,Yes,Yes,No,Yes,20 to 39,0,0,1,4406.7,1,20.65073529411765,64.80441176470588,4.186686884179482,2.302585092994046
3403-UEPTEF-CXT,2,5.0,Male,59,Sales,No,9,No,No,Married,2,1.0,2,Own,32299.999999999996,30,No,Yes,Disc,11,10,5995.299999999999,Yes,25,15.0,111.3,No,0,0.0,Yes,No,0.0,0.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,15,No,Yes,Yes,No,Yes,80 to 200,1,0,1,222.6,0,4.452,8.904,2.29293871594224,2.302585092994046
2772-XIIOXU-DVU,4,2.0,Male,38,Professional,No,4,No,No,Married,2,1.0,2,Own,11300.0,18,No,Yes,Othe,12,8,2106.8,No,25,23.25,197.95,No,0,0.0,No,No,0.0,0.0,No,No,No,No,Yes,No,No,No,No,16,No,No,No,No,No,20 to 39,0,0,0,395.9,0,7.917999999999999,15.835999999999999,2.823519450908324,1.6094379124341003
8464-XDFEKQ-0KD,2,2.0,Female,57,Sales,No,9,No,No,Unmarried,2,0.0,2,Own,35400.0,24,Yes,Yes,Disc,37,8,1668.1999999999998,No,69,43.8,1055.75,No,0,0.0,Yes,No,0.0,0.0,Yes,No,No,No,Yes,Yes,No,Yes,No,16,Yes,No,No,No,Yes,40 to 79,0,0,1,2111.5,0,15.30072463768116,30.60144927536232,3.453202982685562,2.302585092994046
0736-ZYJFDS-Y0I,2,2.0,Male,28,Sales,No,0,No,No,Unmarried,2,1.0,6,Own,16100.000000000002,21,No,Yes,Disc,7,12,2615.4,Yes,11,8.55,30.75,No,0,0.0,Yes,No,0.0,0.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,20,No,Yes,Yes,No,No,20 to 39,2,0,1,61.5,0,2.7954545454545454,5.590909090909091,1.8856912890622586,0.0
9997-QIXKNU-54A,4,4.0,Male,26,Labor,No,3,No,No,Unmarried,2,1.0,3,Own,17100.0,24,Yes,No,AMEX,9,13,3776.8,Yes,13,22.35,97.05,Yes,1,418.5,No,No,0.0,0.0,Yes,No,Yes,2,No,No,No,No,Yes,21,Yes,Yes,Yes,No,No,20 to 39,1,0,1,612.5999999999999,1,7.4653846153846155,47.123076923076916,3.8737618317695643,1.3862943611198906
7959-NKQIFR-RRO,3,1.0,Male,27,Sales,No,1,No,No,Married,3,1.0,4,Own,9400.0,18,Yes,No,Mast,9,8,1381.3,No,50,28.650000000000002,482.6,No,0,0.0,No,No,0.0,0.0,No,No,No,No,No,No,No,No,No,29,No,Yes,No,No,No,20 to 39,1,0,0,965.2,0,9.652000000000001,19.304000000000002,3.010817910972032,0.6931471805599453
8330-HXKTOD-G48,5,4.0,Female,69,Sales,Yes,3,Yes,No,Unmarried,1,0.0,2,Lease,5400.0,31,No,Yes,AMEX,6,9,1738.0,No,17,10.5,56.3,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,Yes,Yes,Yes,Yes,No,27,Yes,Yes,No,No,No,0 to 20,2,0,1,112.6,0,3.3117647058823527,6.623529411764705,2.031239439861958,1.3862943611198906
8342-BCCKIG-4AN,3,1.0,Male,63,Sales,No,6,No,Yes,Unmarried,1,1.0,3,Own,45600.0,17,No,Yes,Disc,30,9,2318.3,Yes,60,59.550000000000004,1155.25,Yes,1,2581.65,Yes,No,0.0,0.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,17,Yes,Yes,No,No,Yes,80 to 200,2,1,0,4892.15,1,19.254166666666666,81.53583333333333,4.413232542475174,1.9459101490553132
1044-QTPABQ-WVW,3,3.0,Female,67,Professional,No,19,No,No,Unmarried,1,0.0,3,Own,30600.0,10,No,No,AMEX,14,7,6092.1,No,44,36.45,466.15,No,0,0.0,Yes,Yes,26.15,1084.15,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,25,Yes,Yes,No,No,Yes,80 to 200,2,0,0,932.3,0,10.594318181818181,21.188636363636363,3.0995802823133647,2.995732273553991
0785-LPNOQC-0C0,3,1.0,Male,40,Professional,No,10,No,No,Unmarried,1,1.0,0,NoCar,0.0,21,No,Yes,AMEX,7,15,7152.7,Yes,17,12.0,69.9,No,0,0.0,No,No,0.0,0.0,No,No,No,No,No,No,No,Yes,No,18,No,No,No,No,Yes,40 to 79,1,0,1,139.8,0,4.111764705882353,8.223529411764707,2.2217577638600914,2.3978952727983707
3755-LUSAQY-E4O,3,2.0,Male,34,Professional,No,4,No,Yes,Unmarried,1,1.0,4,Own,14300.0,23,No,No,AMEX,15,9,3689.9,Yes,31,28.5,334.3,Yes,1,1369.4,Yes,Yes,33.45,985.8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,23,Yes,Yes,Yes,Yes,Yes,20 to 39,0,0,1,2038.0,1,10.783870967741937,65.74193548387096,4.2008334732603965,1.6094379124341003
8999-AZOBII-VIX,3,4.0,Female,32,Professional,Yes,3,No,Yes,Married,4,1.0,1,Own,18600.0,29,No,No,Visa,13,8,1705.1,Yes,47,27.299999999999997,410.25,Yes,1,1999.3,Yes,Yes,48.35,2237.35,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,14,Yes,Yes,Yes,Yes,Yes,20 to 39,2,0,0,2819.8,1,8.72872340425532,59.99574468085107,4.1108041024097055,1.3862943611198906
3021-AJAZKZ-4GF,2,4.0,Female,63,Professional,No,10,No,No,Unmarried,1,1.0,1,Own,27200.0,33,Yes,No,Mast,25,12,2565.7,No,55,37.2,690.15,No,0,0.0,Yes,No,0.0,0.0,No,No,No,No,Yes,No,Yes,Yes,No,9,No,Yes,No,No,No,40 to 79,2,0,0,1380.3,0,12.548181818181817,25.096363636363634,3.2617959803448637,2.3978952727983707
9084-HUOIWY-HYL,3,3.0,Female,40,Sales,No,2,No,No,Unmarried,2,1.0,3,Own,11400.0,22,No,No,Visa,17,16,2610.5,Yes,41,51.900000000000006,632.7,No,0,0.0,No,No,0.0,0.0,No,No,No,2,No,No,No,No,No,20,Yes,No,No,No,No,0 to 20,1,0,0,1265.4,0,15.431707317073172,30.863414634146345,3.4614584749519475,1.0986122886681098
2838-ODWGTI-SB5,2,2.0,Female,43,Crafts,No,9,No,Yes,Unmarried,1,1.0,2,Own,15300.0,14,Yes,Yes,Visa,7,11,2286.9,No,18,37.8,228.35,No,0,0.0,No,No,0.0,0.0,No,No,No,No,No,Yes,No,Yes,No,20,No,No,No,No,No,20 to 39,0,1,1,456.7,0,12.68611111111111,25.37222222222222,3.2723112676611077,2.302585092994046
9087-SPYAKC-3QO,2,4.0,Male,66,Professional,No,11,No,No,Unmarried,1,1.0,2,Own,18200.0,27,No,Yes,Disc,24,11,2711.7000000000003,No,55,29.400000000000002,559.9,No,0,0.0,Yes,Yes,33.45,1958.5,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,No,21,Yes,Yes,No,Yes,No,20 to 39,0,1,1,1119.8,0,10.18,20.36,3.061520014091994,2.4849066497880004
